elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
52,20,Burkes Creek Road,21,520,All,0,0.1,0.174,0.255,0.344,0.441,0.545,0.656,0.775,0.902,1.037,1.179,1.332,1.515,1.729,1.973,2.248,2.553,2.889,3.255,3.651,4.079,4.554,5.105,5.732,6.436,7.216,8.072,9.004,10.012,11.097
53,20,Burkes Creek Road,549,697,All,0.01,0.091,0.179,0.275,0.378,0.489,0.608,0.734,0.868,1.009,1.16,1.341,1.553,1.795,2.067,2.37,2.703,3.067,3.461,3.886,4.355,4.9,5.521,6.219,6.992,7.842,8.767,9.769,10.847,12,13.255
54,20,Burkes Creek Road,697,765,All,0,0,0,0,0,0.1,0.176,0.26,0.351,0.449,0.556,0.669,0.791,0.92,1.056,1.2,1.363,1.555,1.778,2.031,2.314,2.628,2.972,3.346,3.751,4.185,4.681,5.253,5.9,6.623,7.422
55,20,Burkes Creek Road,765,1789,All,0.02,0.101,0.189,0.285,0.388,0.499,0.618,0.744,0.878,1.02,1.17,1.352,1.563,1.806,2.078,2.381,2.715,3.079,3.473,3.898,4.367,4.913,5.535,6.233,7.007,7.857,8.783,9.786,10.864,12.019,13.275
56,21,Tapeka Heights Lane,0,277,All,0,0.075,0.156,0.244,0.34,0.444,0.556,0.675,0.802,0.938,1.081,1.232,1.415,1.629,1.874,2.15,2.458,2.797,3.167,3.568,4.001,4.484,5.044,5.683,6.399,7.194,8.067,9.018,10.046,11.153,12.338
57,22,Sir John McKenzie Drive,0,530,All,0,0,0.1,0.179,0.265,0.358,0.46,0.568,0.684,0.808,0.939,1.078,1.225,1.397,1.599,1.831,2.094,2.387,2.709,3.062,3.445,3.858,4.301,4.82,5.413,6.082,6.826,7.646,8.54,9.51,10.555
58,23,Apple Orchard Lane,0,185,All,0,0.074,0.152,0.238,0.331,0.432,0.54,0.655,0.778,0.909,1.047,1.192,1.363,1.563,1.793,2.053,2.343,2.662,3.012,3.391,3.8,4.239,4.749,5.334,5.993,6.727,7.536,8.419,9.376,10.409,11.515
59,974,Railway Terrace East,0,730,All,0,0,0,0,0,0.1,0.172,0.248,0.332,0.423,0.52,0.625,0.737,0.856,0.982,1.115,1.255,1.415,1.603,1.819,2.063,2.336,2.637,2.966,3.324,3.709,4.123,4.585,5.117,5.72,6.394
60,24,George Noble Road,0,272,All,0,0,0.1,0.174,0.256,0.345,0.442,0.546,0.658,0.778,0.906,1.041,1.183,1.338,1.523,1.739,1.985,2.262,2.57,2.908,3.277,3.676,4.106,4.587,5.145,5.779,6.49,7.277,8.14,9.081,10.097
61,24,George Noble Road,272,286,All,0,0,0,0,0,0,0,0,0,0,0.1,0.174,0.254,0.341,0.435,0.537,0.647,0.764,0.889,1.022,1.162,1.31,1.486,1.693,1.93,2.197,2.495,2.824,3.183,3.572,3.992
